1768836.0,40.0
1768836.0,40.0
1768836.0,40.0
1741186.0,44.0
1741186.0,44.0
1768836.0,40.0
1741186.0,44.0
1741186.0,44.0
1768836.0,40.0
1768836.0,40.0
1768836.0,40.0
1768836.0,40.0
1741186.0,44.0
1835524.0,39.0
1741186.0,44.0
1768836.0,40.0
1835524.0,39.0
1741186.0,44.0
1711334.0,45.0
1768836.0,40.0
1711334.0,45.0
1768836.0,40.0
1741186.0,44.0
1835524.0,39.0
1711334.0,45.0
1741186.0,44.0
1768836.0,40.0
1768836.0,40.0
1711334.0,45.0
1835524.0,39.0
1768836.0,40.0
1835524.0,39.0
1741186.0,44.0
1711334.0,45.0
1835524.0,39.0
1768836.0,40.0
1741186.0,44.0
1768836.0,40.0
1711334.0,45.0
1741186.0,44.0
1711334.0,45.0
1741186.0,44.0
1835524.0,39.0
1711334.0,45.0
1768836.0,40.0
1741186.0,44.0
1768836.0,40.0
1711334.0,45.0
1711334.0,45.0
1741186.0,44.0
1768836.0,40.0
1768836.0,40.0
1741186.0,44.0
1741186.0,44.0
1711334.0,45.0
1835524.0,39.0
1741186.0,44.0
1768836.0,40.0
1711334.0,45.0
1835524.0,39.0
1741186.0,44.0
1711334.0,45.0
1741186.0,44.0
1711334.0,45.0
1768836.0,40.0
1835524.0,39.0
1711334.0,45.0
1835524.0,39.0
1711334.0,45.0
1835524.0,39.0
1711334.0,45.0
1835524.0,39.0
1741186.0,44.0
1835524.0,39.0
1768836.0,40.0
1741186.0,44.0
1835524.0,39.0
1835524.0,39.0
1711334.0,45.0
1835524.0,39.0
1711334.0,45.0
1835524.0,39.0
1741186.0,44.0
1741186.0,44.0
1768836.0,40.0
1835524.0,39.0
1711334.0,45.0
1835524.0,39.0
1741186.0,44.0
1835524.0,39.0
1711334.0,45.0
1835524.0,39.0
1768836.0,40.0
1711334.0,45.0
1835524.0,39.0
1835524.0,39.0
1711334.0,45.0
1711334.0,45.0
1835524.0,39.0
1768836.0,40.0
