534753.0,42.0
534753.0,42.0
534753.0,42.0
541936.0,39.0
534753.0,42.0
534753.0,42.0
541936.0,39.0
534753.0,42.0
541936.0,39.0
534753.0,42.0
541936.0,39.0
534753.0,42.0
534753.0,42.0
541936.0,39.0
534753.0,42.0
541936.0,39.0
534753.0,42.0
541936.0,39.0
541936.0,39.0
541936.0,39.0
562232.0,38.0
541936.0,39.0
562232.0,38.0
541936.0,39.0
562232.0,38.0
541936.0,39.0
562232.0,38.0
541936.0,39.0
562232.0,38.0
541936.0,39.0
562232.0,38.0
541936.0,39.0
562232.0,38.0
541936.0,39.0
562232.0,38.0
541936.0,39.0
562232.0,38.0
541936.0,39.0
562232.0,38.0
534753.0,42.0
562232.0,38.0
541936.0,39.0
534753.0,42.0
541936.0,39.0
534753.0,42.0
562232.0,38.0
534753.0,42.0
562232.0,38.0
534753.0,42.0
562232.0,38.0
541936.0,39.0
534753.0,42.0
562232.0,38.0
534753.0,42.0
562232.0,38.0
534753.0,42.0
562232.0,38.0
534753.0,42.0
562232.0,38.0
534753.0,42.0
562232.0,38.0
541936.0,39.0
534753.0,42.0
562232.0,38.0
534753.0,42.0
562232.0,38.0
534753.0,42.0
541936.0,39.0
562232.0,38.0
534753.0,42.0
562232.0,38.0
541936.0,39.0
534753.0,42.0
562232.0,38.0
534753.0,42.0
562232.0,38.0
541936.0,39.0
562232.0,38.0
541936.0,39.0
562232.0,38.0
534753.0,42.0
562232.0,38.0
541936.0,39.0
562232.0,38.0
541936.0,39.0
534753.0,42.0
541936.0,39.0
534753.0,42.0
541936.0,39.0
534753.0,42.0
562232.0,38.0
541936.0,39.0
562232.0,38.0
534753.0,42.0
562232.0,38.0
541936.0,39.0
562232.0,38.0
541936.0,39.0
534753.0,42.0
541936.0,39.0
