Iteración,1,2,3,4,5,6,7,8,9,10
1860,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66850.9130859375,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1861,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66850.9130859375,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1862,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66850.9130859375,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1863,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66850.9130859375,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1864,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66850.9130859375,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1865,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66850.9130859375,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1866,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66850.9130859375,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1867,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66850.9130859375,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1868,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66850.9130859375,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1869,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66748.75903320312,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1870,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66748.75903320312,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1871,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66748.75903320312,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1872,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66748.75903320312,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1873,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66748.75903320312,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1874,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66748.75903320312,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1875,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66748.75903320312,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1876,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66748.75903320312,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1877,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66748.75903320312,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1878,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66748.75903320312,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1879,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66748.75903320312,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1880,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66748.75903320312,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1881,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66748.75903320312,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1882,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66748.75903320312,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1883,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66748.75903320312,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1884,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66748.75903320312,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1885,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66748.75903320312,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
1886,366297.5994873047,183348.7998046875,125998.3998413086,96540.15908050537,79731.19956207275,66748.75903320312,58623.74041748047,52588.800048828125,47657.60009765625,43348.7998046875
