1601.9333333333334,8.0,8.0
4208.666666666666,3.0,1.0
1770.6666666666667,9.0,5.0
3659.266666666667,4.0,1.0
2465.333333333333,6.0,2.0
2281.5333333333333,5.0,4.0
2833.8,4.0,3.0
2094.8,7.0,3.0
1858.6666666666667,6.0,6.0
1861.0666666666666,8.0,4.0
3252.9333333333334,4.0,2.0
2722.4,5.0,2.0
1835.8,7.0,6.0
1669.7333333333333,9.0,6.0
1617.7333333333333,9.0,7.0
1641.5333333333333,8.0,7.0
1870.7333333333333,6.0,5.0
2090.4,6.0,4.0
1877.9333333333334,7.0,4.0
2407.333333333333,5.0,3.0
2157.2,6.0,3.0
1753.4,8.0,6.0
1858.8666666666666,7.0,5.0
