214071.0,27.0
214071.0,27.0
214071.0,27.0
214071.0,27.0
205871.0,35.0
205871.0,35.0
214071.0,27.0
205871.0,35.0
205871.0,35.0
205871.0,35.0
212454.0,32.0
212454.0,32.0
214071.0,27.0
205871.0,35.0
214071.0,27.0
205871.0,35.0
214071.0,27.0
212454.0,32.0
205871.0,35.0
214071.0,27.0
212454.0,32.0
212454.0,32.0
212454.0,32.0
214071.0,27.0
226702.0,26.0
205871.0,35.0
205871.0,35.0
212454.0,32.0
205871.0,35.0
226702.0,26.0
214071.0,27.0
214071.0,27.0
214071.0,27.0
226702.0,26.0
212454.0,32.0
226702.0,26.0
205871.0,35.0
212454.0,32.0
214071.0,27.0
226702.0,26.0
212454.0,32.0
214071.0,27.0
226702.0,26.0
212454.0,32.0
205871.0,35.0
212454.0,32.0
226702.0,26.0
214071.0,27.0
226702.0,26.0
214071.0,27.0
214071.0,27.0
205871.0,35.0
205871.0,35.0
226702.0,26.0
226702.0,26.0
212454.0,32.0
212454.0,32.0
205871.0,35.0
226702.0,26.0
226702.0,26.0
205871.0,35.0
205871.0,35.0
212454.0,32.0
212454.0,32.0
205871.0,35.0
226702.0,26.0
226702.0,26.0
214071.0,27.0
212454.0,32.0
226702.0,26.0
226702.0,26.0
226702.0,26.0
214071.0,27.0
214071.0,27.0
212454.0,32.0
212454.0,32.0
214071.0,27.0
212454.0,32.0
226702.0,26.0
205871.0,35.0
212454.0,32.0
205871.0,35.0
205871.0,35.0
226702.0,26.0
205871.0,35.0
214071.0,27.0
214071.0,27.0
226702.0,26.0
212454.0,32.0
205871.0,35.0
226702.0,26.0
212454.0,32.0
214071.0,27.0
212454.0,32.0
212454.0,32.0
226702.0,26.0
226702.0,26.0
205871.0,35.0
226702.0,26.0
226702.0,26.0
