1907.2666666666667,10.0,10.0
1907.2666666666667,10.0,10.0
1907.2666666666667,10.0,10.0
1907.2666666666667,10.0,10.0
1907.2666666666667,10.0,10.0
1972.6666666666667,8.0,8.0
1972.6666666666667,8.0,8.0
1972.6666666666667,8.0,8.0
1972.6666666666667,8.0,8.0
2419.5333333333333,8.0,4.0
2419.5333333333333,8.0,4.0
1972.6666666666667,8.0,8.0
2162.0,8.0,5.0
2162.0,8.0,5.0
2177.2,6.0,6.0
2452.5333333333333,7.0,4.0
2076.9333333333334,8.0,7.0
2419.5333333333333,8.0,4.0
2177.2,6.0,6.0
2076.9333333333334,8.0,7.0
2452.5333333333333,7.0,4.0
2177.2,6.0,6.0
2172.8,7.0,6.0
2076.9333333333334,8.0,7.0
1957.6,9.0,9.0
2162.0,8.0,5.0
2351.0,6.0,5.0
2177.2,6.0,6.0
2393.866666666667,5.0,5.0
2172.8,7.0,6.0
2076.9333333333334,8.0,7.0
2162.0,8.0,5.0
2351.0,6.0,5.0
2177.2,6.0,6.0
2419.5333333333333,8.0,4.0
3712.3333333333335,4.0,3.0
4815.533333333334,5.0,1.0
4815.533333333334,5.0,1.0
3712.3333333333335,4.0,3.0
2700.5333333333333,5.0,4.0
2351.0,6.0,5.0
4815.533333333334,5.0,1.0
2501.333333333333,6.0,4.0
2113.866666666667,7.0,7.0
3015.5333333333333,5.0,2.0
2700.5333333333333,5.0,4.0
2113.866666666667,7.0,7.0
3918.0666666666666,4.0,2.0
1957.6,9.0,9.0
3712.3333333333335,4.0,3.0
5233.733333333334,3.0,1.0
2501.333333333333,6.0,4.0
2113.866666666667,7.0,7.0
2501.333333333333,6.0,4.0
2700.5333333333333,5.0,4.0
3015.5333333333333,5.0,2.0
5233.733333333334,3.0,1.0
3712.3333333333335,4.0,3.0
2172.8,7.0,6.0
2393.866666666667,5.0,5.0
2113.866666666667,7.0,7.0
2779.2,5.0,3.0
2726.2,6.0,3.0
2501.333333333333,6.0,4.0
2113.866666666667,7.0,7.0
5233.733333333334,3.0,1.0
2700.5333333333333,5.0,4.0
2351.0,6.0,5.0
4815.533333333334,5.0,1.0
3015.5333333333333,5.0,2.0
2076.9333333333334,8.0,7.0
2779.2,5.0,3.0
2172.8,7.0,6.0
3918.0666666666666,4.0,2.0
2452.5333333333333,7.0,4.0
2779.2,5.0,3.0
2726.2,6.0,3.0
2726.2,6.0,3.0
4333.733333333334,3.0,2.0
2393.866666666667,5.0,5.0
2779.2,5.0,3.0
2726.2,6.0,3.0
1957.6,9.0,9.0
4333.733333333334,3.0,2.0
3918.0666666666666,4.0,2.0
3018.0666666666666,4.0,4.0
2393.866666666667,5.0,5.0
2452.5333333333333,7.0,4.0
4333.733333333334,3.0,2.0
3918.0666666666666,4.0,2.0
3018.0666666666666,4.0,4.0
5233.733333333334,3.0,1.0
1957.6,9.0,9.0
4333.733333333334,3.0,2.0
3018.0666666666666,4.0,4.0
3018.0666666666666,4.0,4.0
3015.5333333333333,5.0,2.0
2162.0,8.0,5.0
5233.733333333334,3.0,1.0
2076.9333333333334,8.0,7.0
