1862.6666666666665,9.0,9.0
1862.6666666666665,9.0,9.0
1862.6666666666665,9.0,9.0
4233.0,4.0,1.0
1862.6666666666665,9.0,9.0
4233.0,4.0,1.0
1862.6666666666665,9.0,9.0
4233.0,4.0,1.0
2420.666666666667,7.0,4.0
1891.8666666666668,8.0,8.0
1891.8666666666668,8.0,8.0
2420.666666666667,7.0,4.0
2420.666666666667,7.0,4.0
1891.8666666666668,8.0,8.0
2292.8,6.0,5.0
1891.8666666666668,8.0,8.0
2292.8,6.0,5.0
1891.8666666666668,8.0,8.0
2076.0666666666666,7.0,6.0
2076.0666666666666,7.0,6.0
2076.0666666666666,7.0,6.0
2076.0666666666666,7.0,6.0
2292.8,6.0,5.0
2420.666666666667,7.0,4.0
2292.8,6.0,5.0
4233.0,4.0,1.0
4233.0,4.0,1.0
2292.8,6.0,5.0
2420.666666666667,7.0,4.0
3083.5333333333333,4.0,2.0
2292.8,6.0,5.0
1862.6666666666665,9.0,9.0
2046.0,7.0,7.0
2570.6,6.0,4.0
1891.8666666666668,8.0,8.0
1978.6666666666667,8.0,7.0
2046.0,7.0,7.0
1978.6666666666667,8.0,7.0
3083.5333333333333,4.0,2.0
2570.6,6.0,4.0
2046.0,7.0,7.0
2570.6,6.0,4.0
1978.6666666666667,8.0,7.0
3083.5333333333333,4.0,2.0
2570.6,6.0,4.0
2677.2666666666664,5.0,4.0
2046.0,7.0,7.0
1978.6666666666667,8.0,7.0
1891.8666666666668,8.0,8.0
2076.0666666666666,7.0,6.0
2702.9333333333334,5.0,3.0
3083.5333333333333,4.0,2.0
2677.2666666666664,5.0,4.0
1978.6666666666667,8.0,7.0
2677.2666666666664,5.0,4.0
2292.8,6.0,5.0
2677.2666666666664,5.0,4.0
2702.9333333333334,5.0,3.0
3034.4,4.0,3.0
2420.666666666667,7.0,4.0
2409.5333333333333,5.0,5.0
3083.5333333333333,4.0,2.0
1978.6666666666667,8.0,7.0
2677.2666666666664,5.0,4.0
2420.666666666667,7.0,4.0
2409.5333333333333,5.0,5.0
2570.6,6.0,4.0
2409.5333333333333,5.0,5.0
2702.9333333333334,5.0,3.0
3034.4,4.0,3.0
3083.5333333333333,4.0,2.0
3034.4,4.0,3.0
2900.4666666666667,4.0,4.0
2409.5333333333333,5.0,5.0
2677.2666666666664,5.0,4.0
2702.9333333333334,5.0,3.0
2900.4666666666667,4.0,4.0
2046.0,7.0,7.0
2409.5333333333333,5.0,5.0
2900.4666666666667,4.0,4.0
2409.5333333333333,5.0,5.0
2900.4666666666667,4.0,4.0
2046.0,7.0,7.0
2702.9333333333334,5.0,3.0
3034.4,4.0,3.0
2076.0666666666666,7.0,6.0
2570.6,6.0,4.0
4233.0,4.0,1.0
3034.4,4.0,3.0
2900.4666666666667,4.0,4.0
2076.0666666666666,7.0,6.0
3034.4,4.0,3.0
2570.6,6.0,4.0
2046.0,7.0,7.0
2409.5333333333333,5.0,5.0
2702.9333333333334,5.0,3.0
2900.4666666666667,4.0,4.0
2677.2666666666664,5.0,4.0
4233.0,4.0,1.0
3083.5333333333333,4.0,2.0
