Algorithm,Problem,IndicatorName,ExecutionId,IndicatorValue
PESA2,square1,HV,16,0.5882964975152296
PESA2,square1,HV,17,0.609710903657225
PESA2,square1,HV,18,0.572724702741537
PESA2,square1,HV,19,0.613564529636573
PESA2,square1,HV,20,0.651488630421752
PESA2,square1,HV,21,0.5897570175102984
PESA2,square1,HV,22,0.6511222383764182
PESA2,square1,HV,23,0.5858393592735713
PESA2,square1,HV,24,0.606596969812909
PESA2,square1,HV,25,0.5770525925359111
PESA2,square1,HV,26,0.5985878894542858
PESA2,square1,HV,27,0.6028193323215705
PESA2,square1,HV,28,0.5882335280339068
PESA2,square1,HV,29,0.58537333197298
PESA2,square2,HV,0,0.5725964258770276
PESA2,square2,HV,1,0.5751779988683516
PESA2,square2,HV,2,0.5349823769332327
PESA2,square2,HV,3,0.5562965626178801
PESA2,square2,HV,4,0.5511510986420218
PESA2,square2,HV,5,0.5335516078838175
PESA2,square2,HV,6,0.5619548047906451
PESA2,square2,HV,7,0.537537426914372
PESA2,square2,HV,8,0.5455208529800075
PESA2,square2,HV,9,0.5576109251225952
PESA2,square2,HV,10,0.5386617078460958
PESA2,square2,HV,11,0.5408778526970954
PESA2,square2,HV,12,0.5803293568464731
PESA2,square2,HV,13,0.5372088362881932
PESA2,square2,HV,14,0.5456785175405507
PESA2,square2,HV,15,0.533169971237269
PESA2,square2,HV,16,0.5436288782534894
PESA2,square2,HV,17,0.5359224702942286
PESA2,square2,HV,18,0.5766677079403999
PESA2,square2,HV,19,0.5689082539607695
PESA2,square2,HV,20,0.5222218620331951
PESA2,square2,HV,21,0.5296880894002264
PESA2,square2,HV,22,0.5480950584685025
PESA2,square2,HV,23,0.5233269874575632
PESA2,square2,HV,24,0.5304557831950207
PESA2,square2,HV,25,0.538735382874387
PESA2,square2,HV,26,0.5482777725386647
PESA2,square2,HV,27,0.5558574594492645
PESA2,square2,HV,28,0.5457315635609205
PESA2,square2,HV,29,0.5436745567710298
PESA2,square3,HV,0,0.6253975312634755
PESA2,square3,HV,1,0.5649713144721301
PESA2,square3,HV,2,0.5669744970658267
PESA2,square3,HV,3,0.5652657278249621
PESA2,square3,HV,4,0.6107392616757598
PESA2,square3,HV,5,0.5570561359844011
PESA2,square3,HV,6,0.5800262364774921
PESA2,square3,HV,7,0.6030133279899507
PESA2,square3,HV,8,0.5776961232352775
PESA2,square3,HV,9,0.5606075519808013
PESA2,square3,HV,10,0.5607915237077451
PESA2,square3,HV,11,0.5975943646061834
PESA2,square3,HV,12,0.6205621215103961
PESA2,square3,HV,13,0.6054163854360014
PESA2,square3,HV,14,0.5686850239983501
PESA2,square3,HV,15,0.5624534211710445
PESA2,square3,HV,16,0.5677821563829987
PESA2,square3,HV,17,0.5766883800176237
PESA2,square3,HV,18,0.5551543136096895
PESA2,square3,HV,19,0.5689220194236646
PESA2,square3,HV,20,0.6405675820724825
PESA2,square3,HV,21,0.6017926111329847
PESA2,square3,HV,22,0.5891753145096275
PESA2,square3,HV,23,0.6089177072201287
PESA2,square3,HV,24,0.5935572398147628
PESA2,square3,HV,25,0.5655118046571798
PESA2,square3,HV,26,0.572955335883158
PESA2,square3,HV,27,0.5800824826105706
PESA2,square3,HV,28,0.6318813628438045
PESA2,square3,HV,29,0.564879621557268
PESA2,square4,HV,0,0.5154239957260659
PESA2,square4,HV,1,0.6290509608528198
PESA2,square4,HV,2,0.6048642265900399
PESA2,square4,HV,3,0.5464832250320211
PESA2,square4,HV,4,0.58256326517839
PESA2,square4,HV,5,0.5768690638251264
PESA2,square4,HV,6,0.5253753663132624
PESA2,square4,HV,7,0.6072060049668838
PESA2,square4,HV,8,0.6134889340423773
PESA2,square4,HV,9,0.5956289970337288
PESA2,square4,HV,10,0.6150634384157833
PESA2,square4,HV,11,0.6083214302479196
PESA2,square4,HV,12,0.5532699396239743
PESA2,square4,HV,13,0.5328762660300472
PESA2,square4,HV,14,0.6189084703026403
PESA2,square4,HV,15,0.5500980188348166
PESA2,square4,HV,16,0.5840391360036481
PESA2,square4,HV,17,0.6054878812060901
PESA2,square4,HV,18,0.5756133721385096
PESA2,square4,HV,19,0.5339911324807818
PESA2,square4,HV,20,0.542189172998214
PESA2,square4,HV,21,0.5593061451215233
PESA2,square4,HV,22,0.6045686053607474
PESA2,square4,HV,23,0.5451079436609645
PESA2,square4,HV,24,0.5354024584062607
PESA2,square4,HV,25,0.6104013966286885
PESA2,square4,HV,26,0.6003824075750567
PESA2,square4,HV,27,0.607019076231159
PESA2,square4,HV,28,0.5173709604951683
PESA2,square4,HV,29,0.6236238803834917
