2097.0,9.0,9.0
2097.0,9.0,9.0
2066.7,10.0,9.0
2066.7,10.0,9.0
2066.7,10.0,9.0
2097.0,9.0,9.0
2066.7,10.0,9.0
2327.3,9.0,5.0
2158.8,8.0,7.0
2158.8,8.0,7.0
2327.3,9.0,5.0
2165.9,8.0,6.0
2909.5,5.0,4.0
2327.3,9.0,5.0
2066.7,10.0,9.0
2909.5,5.0,4.0
2097.0,9.0,9.0
2327.3,9.0,5.0
2616.7,7.0,4.0
2909.5,5.0,4.0
2158.8,8.0,7.0
2165.9,8.0,6.0
2165.9,8.0,6.0
2616.7,7.0,4.0
2165.9,8.0,6.0
2165.9,8.0,6.0
2327.3,9.0,5.0
2314.7,6.0,6.0
2158.8,8.0,7.0
2371.1,8.0,4.0
2616.7,7.0,4.0
2314.7,6.0,6.0
2909.5,5.0,4.0
3242.5,5.0,2.0
5333.4,3.0,2.0
2371.1,8.0,4.0
4733.4,3.0,3.0
2371.1,8.0,4.0
4674.2,4.0,1.0
5333.4,3.0,2.0
3657.8,5.0,1.0
2378.1,8.0,3.0
2774.5,6.0,4.0
3242.5,5.0,2.0
2616.7,7.0,4.0
5933.4,3.0,1.0
2979.7,7.0,2.0
2705.7,6.0,5.0
2979.7,7.0,2.0
2314.7,6.0,6.0
2705.7,6.0,5.0
5333.4,3.0,2.0
2378.1,8.0,3.0
4674.2,4.0,1.0
2979.7,7.0,2.0
2705.7,6.0,5.0
3657.8,5.0,1.0
2378.1,8.0,3.0
2314.7,6.0,6.0
3242.5,5.0,2.0
4733.4,3.0,3.0
2909.5,5.0,4.0
3657.8,5.0,1.0
4074.2,4.0,2.0
2774.5,6.0,4.0
2705.7,6.0,5.0
2378.1,8.0,3.0
2774.5,6.0,4.0
4074.2,4.0,2.0
4074.2,4.0,2.0
2774.5,6.0,4.0
2783.8,6.0,3.0
3474.2,4.0,3.0
3474.2,4.0,3.0
2978.1,8.0,2.0
2978.1,8.0,2.0
5933.4,3.0,1.0
5333.4,3.0,2.0
3474.2,4.0,3.0
2783.8,6.0,3.0
4733.4,3.0,3.0
3657.8,5.0,1.0
4074.2,4.0,2.0
3242.5,5.0,2.0
4674.2,4.0,1.0
4674.2,4.0,1.0
2979.7,7.0,2.0
2371.1,8.0,4.0
5933.4,3.0,1.0
2783.8,6.0,3.0
2978.1,8.0,2.0
5933.4,3.0,1.0
2378.1,8.0,3.0
2314.7,6.0,6.0
2978.1,8.0,2.0
4733.4,3.0,3.0
3474.2,4.0,3.0
2783.8,6.0,3.0
2705.7,6.0,5.0
4733.4,3.0,3.0
