1833.5333333333333,10.0,10.0
4900.066666666667,3.0,3.0
6700.066666666667,3.0,1.0
1922.8,9.0,9.0
4603.933333333333,4.0,1.0
5800.066666666667,3.0,2.0
2379.133333333333,5.0,4.0
2218.866666666667,6.0,6.0
2137.9333333333334,8.0,6.0
2086.4666666666667,7.0,7.0
3035.2666666666664,6.0,2.0
2261.8,9.0,5.0
3051.866666666667,5.0,2.0
3546.4,4.0,2.0
2867.866666666667,4.0,3.0
2052.4666666666667,8.0,7.0
2557.4,6.0,3.0
2276.866666666667,7.0,5.0
2000.2666666666667,9.0,8.0
2294.666666666667,6.0,5.0
2757.866666666667,5.0,3.0
